Experiment	ReleaseDate	TaxID	ScientificName	species_tax_id	class_tax_id	strain_tax_id	species	LibraryLayout	Platform	Model	Run	SRAStudy	BioProject	ProjectID	Sample	BioSample	Submission	LibraryStrategy	LibrarySelection	LibrarySource	Body_Site	CenterName	InsertSize	InsertDev	SRA ID	Biosample_num	GEO Series	GEO Sample	PMID	biosample_strain	biosample_genotype	R1	R2	KT2440	PrimaryQC	project_name	condition_name	rep_name	reference_condition	DOI
DRX086753	6/27/2017 17:01	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093255	DRP003702	PRJDB5812	392255	DRS047722	SAMD00080962	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		GEO	0	0	4223629	7283726				UWC1				TRUE	Pass	Mobile_gene2	Condition3	4	Condition2	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJDB5812
DRX086754	6/27/2017 17:01	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093256	DRP003702	PRJDB5812	392255	DRS047723	SAMD00080963	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		GEO	0	0	4223630	7283727				UWC1				TRUE	Fail	Mobile_gene2	Condition3	1	Condition2	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJDB5812
DRX086755	6/27/2017 17:01	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093257	DRP003702	PRJDB5812	392255	DRS047724	SAMD00080964	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		GEO	0	0	4223631	7283728				UWC1				TRUE	Pass	Mobile_gene2	Condition4	2	Condition2	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJDB5812
DRX086756	6/27/2017 17:01	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093258	DRP003702	PRJDB5812	392255	DRS047725	SAMD00080965	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		GEO	0	0	4223632	7283729				UWC1				TRUE	Pass	Mobile_gene2	Condition4	3	Condition2	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJDB5812
DRX086757	6/27/2017 17:01	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	DRR093259	DRP003702	PRJDB5812	392255	DRS047726	SAMD00080966	DRA005830	RNA-Seq	other	TRANSCRIPTOMIC		GEO	0	0	4223633	7283730				UWC1				TRUE	Pass	Mobile_gene2	Condition4	4	Condition2	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJDB5812
DRX086758	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093260	DRP003702	PRJDB5812	392255	DRS047687	SAMD00080967	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222580	7283731				UWC1				TRUE	Pass	Mobile_gene	2737_exp	1	2737_exp	10.1038/s41598-018-23858-6
DRX086759	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093261	DRP003702	PRJDB5812	392255	DRS047688	SAMD00080968	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222581	7283732				UWC1				TRUE	Pass	Mobile_gene	2737_exp	2	2737_exp	10.1038/s41598-018-23858-6
DRX086760	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093262	DRP003702	PRJDB5812	392255	DRS047689	SAMD00080969	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222582	7283733				UWC1				TRUE	Pass	Mobile_gene	2737_exp	3	2737_exp	10.1038/s41598-018-23858-6
DRX086761	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093263	DRP003702	PRJDB5812	392255	DRS047690	SAMD00080970	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222583	7283734				UWC1				TRUE	Pass	Mobile_gene	2737_exp	4	2737_exp	10.1038/s41598-018-23858-6
DRX086762	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093264	DRP003702	PRJDB5812	392255	DRS047691	SAMD00080971	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222584	7283735				UWC1				TRUE	Pass	Mobile_gene	2737_reg	1	2737_exp	10.1038/s41598-018-23858-6
DRX086763	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093265	DRP003702	PRJDB5812	392255	DRS047692	SAMD00080972	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222585	7283736				UWC1				TRUE	Pass	Mobile_gene	2737_reg	2	2737_exp	10.1038/s41598-018-23858-6
DRX086764	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093266	DRP003702	PRJDB5812	392255	DRS047693	SAMD00080973	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222586	7283737				UWC1				TRUE	Pass	Mobile_gene	2737_reg	3	2737_exp	10.1038/s41598-018-23858-6
DRX086765	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093267	DRP003702	PRJDB5812	392255	DRS047694	SAMD00080974	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222587	7283738				UWC1				TRUE	Pass	Mobile_gene	2737_reg	4	2737_exp	10.1038/s41598-018-23858-6
DRX086766	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093268	DRP003702	PRJDB5812	392255	DRS047695	SAMD00080975	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222588	7283739				UWC1				TRUE	Pass	Mobile_gene	3227_exp	1	2737_exp	10.1038/s41598-018-23858-6
DRX086767	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093269	DRP003702	PRJDB5812	392255	DRS047696	SAMD00080976	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222589	7283740				UWC1				TRUE	Pass	Mobile_gene	3227_exp	2	2737_exp	10.1038/s41598-018-23858-6
DRX086768	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093270	DRP003702	PRJDB5812	392255	DRS047697	SAMD00080977	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222590	7283741				UWC1				TRUE	Pass	Mobile_gene	3227_exp	3	2737_exp	10.1038/s41598-018-23858-6
DRX086769	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093271	DRP003702	PRJDB5812	392255	DRS047698	SAMD00080978	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222591	7283742				UWC1				TRUE	Pass	Mobile_gene	3227_exp	4	2737_exp	10.1038/s41598-018-23858-6
DRX086770	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093272	DRP003702	PRJDB5812	392255	DRS047699	SAMD00080979	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222592	7283743				UWC1				TRUE	Pass	Mobile_gene	3227_reg	1	2737_exp	10.1038/s41598-018-23858-6
DRX086771	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093273	DRP003702	PRJDB5812	392255	DRS047700	SAMD00080980	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222593	7283744				UWC1				TRUE	Pass	Mobile_gene	3227_reg	2	2737_exp	10.1038/s41598-018-23858-6
DRX086772	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093274	DRP003702	PRJDB5812	392255	DRS047701	SAMD00080981	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222594	7283745				UWC1				TRUE	Pass	Mobile_gene	3227_reg	3	2737_exp	10.1038/s41598-018-23858-6
DRX086773	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093275	DRP003702	PRJDB5812	392255	DRS047702	SAMD00080982	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222595	7283746				UWC1				TRUE	Pass	Mobile_gene	3227_reg	4	2737_exp	10.1038/s41598-018-23858-6
DRX086774	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093276	DRP003702	PRJDB5812	392255	DRS047703	SAMD00080983	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222596	7283747				UWC1				TRUE	Pass	Mobile_gene	mfsR_exp	1	2737_exp	10.1038/s41598-018-23858-6
DRX086775	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093277	DRP003702	PRJDB5812	392255	DRS047704	SAMD00080984	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222597	7283748				UWC1				TRUE	Pass	Mobile_gene	mfsR_exp	2	2737_exp	10.1038/s41598-018-23858-6
DRX086776	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093278	DRP003702	PRJDB5812	392255	DRS047705	SAMD00080985	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222598	7283749				UWC1				TRUE	Pass	Mobile_gene	mfsR_exp	3	2737_exp	10.1038/s41598-018-23858-6
DRX086777	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093279	DRP003702	PRJDB5812	392255	DRS047706	SAMD00080986	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222599	7283750				UWC1				TRUE	Pass	Mobile_gene	mfsR_exp	4	2737_exp	10.1038/s41598-018-23858-6
DRX086778	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093280	DRP003702	PRJDB5812	392255	DRS047707	SAMD00080987	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222600	7283751				UWC1				TRUE	Pass	Mobile_gene	mfsR_reg	1	2737_exp	10.1038/s41598-018-23858-6
DRX086779	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093281	DRP003702	PRJDB5812	392255	DRS047708	SAMD00080988	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222601	7283752				UWC1				TRUE	Pass	Mobile_gene	mfsR_reg	2	2737_exp	10.1038/s41598-018-23858-6
DRX086780	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093282	DRP003702	PRJDB5812	392255	DRS047709	SAMD00080989	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222602	7283753				UWC1				TRUE	Pass	Mobile_gene	mfsR_reg	3	2737_exp	10.1038/s41598-018-23858-6
DRX086781	6/27/2017 13:56	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	DRR093283	DRP003702	PRJDB5812	392255	DRS047710	SAMD00080990	DRA005831	RNA-Seq	Inverse rRNA	TRANSCRIPTOMIC		GEO	0	0	4222603	7283754				UWC1				TRUE	Pass	Mobile_gene	mfsR_reg	4	2737_exp	10.1038/s41598-018-23858-6
ERX1035001	9/5/2015 9:10	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	ERR957674	ERP010933	PRJEB9788	294829	ERS786275	SAMEA3475016	ERA456117	RNA-Seq	RANDOM	TRANSCRIPTOMIC		GEO	0	0	1721120	4037625								TRUE	Pass	ZnO	Control	1	Control	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJEB9788
ERX1035002	9/5/2015 9:10	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	ERR957675	ERP010933	PRJEB9788	294829	ERS786278	SAMEA3475019	ERA456117	RNA-Seq	RANDOM	TRANSCRIPTOMIC		GEO	0	0	1721121	4037628								TRUE	Pass	ZnO	Control	2	Control	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJEB9788
ERX1035003	9/5/2015 9:10	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	ERR957676	ERP010933	PRJEB9788	294829	ERS786283	SAMEA3475024	ERA456117	RNA-Seq	RANDOM	TRANSCRIPTOMIC		GEO	0	0	1721122	4037633								TRUE	Pass	ZnO	Control	3	Control	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJEB9788
ERX1035004	9/5/2015 9:10	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	ERR957677	ERP010933	PRJEB9788	294829	ERS786276	SAMEA3475017	ERA456117	RNA-Seq	RANDOM	TRANSCRIPTOMIC		GEO	0	0	1721123	4037626								TRUE	Pass	ZnO	ZnO nano	1	Control	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJEB9788
ERX1035005	9/5/2015 9:10	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	ERR957678	ERP010933	PRJEB9788	294829	ERS786279	SAMEA3475020	ERA456117	RNA-Seq	RANDOM	TRANSCRIPTOMIC		GEO	0	0	1721124	4037629								TRUE	Pass	ZnO	Nano	2	Control	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJEB9788
ERX1035006	9/5/2015 9:10	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	ERR957679	ERP010933	PRJEB9788	294829	ERS786281	SAMEA3475022	ERA456117	RNA-Seq	RANDOM	TRANSCRIPTOMIC		GEO	0	0	1721125	4037631								TRUE	Pass	ZnO	Nano	3	Control	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJEB9788
ERX1035007	9/5/2015 9:10	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	ERR957680	ERP010933	PRJEB9788	294829	ERS786284	SAMEA3475025	ERA456117	RNA-Seq	RANDOM	TRANSCRIPTOMIC		GEO	0	0	1721126	4037634								TRUE	Pass	ZnO	Nano	4	Control	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJEB9788
ERX1035008	9/5/2015 9:10	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	ERR957681	ERP010933	PRJEB9788	294829	ERS786277	SAMEA3475018	ERA456117	RNA-Seq	RANDOM	TRANSCRIPTOMIC		GEO	0	0	1721127	4037627								TRUE	Pass	ZnO	Zn_ion	1	Control	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJEB9788
ERX1035009	9/5/2015 9:10	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	ERR957682	ERP010933	PRJEB9788	294829	ERS786280	SAMEA3475021	ERA456117	RNA-Seq	RANDOM	TRANSCRIPTOMIC		GEO	0	0	1721128	4037630								TRUE	Pass	ZnO	Zn_ion	2	Control	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJEB9788
ERX1035010	9/5/2015 9:10	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	ERR957683	ERP010933	PRJEB9788	294829	ERS786282	SAMEA3475023	ERA456117	RNA-Seq	RANDOM	TRANSCRIPTOMIC		GEO	0	0	1721129	4037632								TRUE	Pass	ZnO	Zn_ion	3	Control	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJEB9788
ERX1035011	9/5/2015 9:10	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2500	ERR957684	ERP010933	PRJEB9788	294829	ERS786285	SAMEA3475026	ERA456117	RNA-Seq	RANDOM	TRANSCRIPTOMIC		GEO	0	0	1721130	4037635								TRUE	Pass	ZnO	Zn_ion	4	Control	https://www.ncbi.nlm.nih.gov/bioproject/?term=PRJEB9788
SRX1021988	6/9/2015 0:00	303	Pseudomonas putida	303	1236	303	Pseudomonas putida	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR2014679	SRP058123	PRJNA283347	283347	SRS931936	SAMN03647067	SRA267252	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1481458	3647067				DLL-E4				FALSE	Fail					
SRX1022011	6/9/2015 0:00	303	Pseudomonas putida	303	1236	303	Pseudomonas putida	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR2014687	SRP058124	PRJNA283348	283348	SRS931953	SAMN03647076	SRA267270	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1481481	3647076				DLL-E4				FALSE	Fail					
SRX1022014	6/9/2015 0:00	303	Pseudomonas putida	303	1236	303	Pseudomonas putida	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR2014690	SRP058125	PRJNA283349	283349	SRS931955	SAMN03647077	SRA267272	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1481484	3647077								FALSE	Fail					
SRX1022018	6/9/2015 0:00	303	Pseudomonas putida	303	1236	303	Pseudomonas putida	PAIRED	ILLUMINA	Illumina HiSeq 2500	SRR2014694	SRP058126	PRJNA283351	283351	SRS931957	SAMN03647078	SRA267278	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1481488	3647078								FALSE	Fail					
SRX1136775	7/8/2016 8:49	303	Pseudomonas putida	303	1236	303	Pseudomonas putida	SINGLE	ILLUMINA	Illumina Genome Analyzer IIx	SRR2149467	SRP062175	PRJNA292321	292321	SRS1029973	SAMN03979891	SRA282579	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1658254	3979891	GSE71852	GSM1846880	26373670					FALSE	Pass					
SRX1136776	7/8/2016 8:49	303	Pseudomonas putida	303	1236	303	Pseudomonas putida	SINGLE	ILLUMINA	Illumina Genome Analyzer IIx	SRR2149468	SRP062175	PRJNA292321	292321	SRS1029972	SAMN03979892	SRA282579	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	1658255	3979892	GSE71852	GSM1846881	26373670					FALSE	Pass					
SRX2012748	1/3/2017 9:58	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR4019222	SRP081270	PRJNA338603	338603	SRS1609953	SAMN05560035	SRA451295	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2909265	5560035	GSE85475	GSM2267536	28130298	KT2440				TRUE	Pass	Multistress	Control	3	Control	10.1128/AEM.03236-16
SRX2012749	1/3/2017 9:58	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR4019223	SRP081270	PRJNA338603	338603	SRS1609954	SAMN05560034	SRA451295	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2909266	5560034	GSE85475	GSM2267537	28130298	KT2440				TRUE	Pass	Multistress	Control	1	Control	10.1128/AEM.03236-16
SRX2012750	1/3/2017 9:58	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR4019224	SRP081270	PRJNA338603	338603	SRS1609955	SAMN05560033	SRA451295	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2909267	5560033	GSE85475	GSM2267538	28130298	KT2440				TRUE	Pass	Multistress	Control	2	Control	10.1128/AEM.03236-16
SRX2012751	1/3/2017 9:58	160488	Pseudomonas putida KT2440	303	1236	160488	Pseudomonas putida	SINGLE	ILLUMINA	Illumina HiSeq 2000	SRR4019225	SRP081270	PRJNA338603	338603	SRS1609956	SAMN05560032	SRA451295	RNA-Seq	cDNA	TRANSCRIPTOMIC		GEO	0	0	2909268	5560032	GSE85475	GSM2267539	28130298	KT2440				TRUE	Pass	Multistress	NaCl_7min	1	Control	10.1128/AEM.03236-16
