,ReleaseDate,TaxID,ScientificName,species_tax_id,class_tax_id,strain_tax_id,species,LibraryLayout,Platform,Model,Run,SRAStudy,BioProject,ProjectID,Sample,BioSample,Submission,LibraryStrategy,LibrarySelection,LibrarySource,Body_Site,CenterName,InsertSize,InsertDev,SRA ID,GEO Series,GEO Sample,PMID,Biosample ID,biosample_strain,biosample_genotype,reference_sequence,project_name,condition_name,Genotype,rep_name,reference_condition,strain_description,passed_fastqc,passed_reads_mapped_to_CDS,passed_global_correlation,full_name,passed_similar_replicates,passed_number_replicates
CJ522_gg_2,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,Single,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL_Gregg_Beckham,,,,,,,,Pseudomonas putida KT2440,,NC_002947.4,Muconate,Muc_CJ522_glucose_gluconate,,2,Muc_KT2440_glucose,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,Muconate:Muc_CJ522_glucose_gluconate,TRUE,TRUE
CJ522_gg_3,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,Single,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL_Gregg_Beckham,,,,,,,,Pseudomonas putida KT2440,,NC_002947.4,Muconate,Muc_CJ522_glucose_gluconate,,3,Muc_KT2440_glucose,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,Muconate:Muc_CJ522_glucose_gluconate,TRUE,TRUE
CJ522_glc_1,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,Single,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL_Gregg_Beckham,,,,,,,,Pseudomonas putida KT2440,,NC_002947.4,Muconate,Muc_CJ522_gluconate,,1,Muc_KT2440_glucose,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,Muconate:Muc_CJ522_gluconate,TRUE,TRUE
CJ522_glc_2,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,Single,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL_Gregg_Beckham,,,,,,,,Pseudomonas putida KT2440,,NC_002947.4,Muconate,Muc_CJ522_gluconate,,2,Muc_KT2440_glucose,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,Muconate:Muc_CJ522_gluconate,TRUE,TRUE
CJ522_glc_3,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,Single,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL_Gregg_Beckham,,,,,,,,Pseudomonas putida KT2440,,NC_002947.4,Muconate,Muc_CJ522_gluconate,,3,Muc_KT2440_glucose,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,Muconate:Muc_CJ522_gluconate,TRUE,TRUE
CJ522_glu_1,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,Single,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL_Gregg_Beckham,,,,,,,,Pseudomonas putida KT2440,,NC_002947.4,Muconate,Muc_CJ522_glucose,,1,Muc_KT2440_glucose,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,Muconate:Muc_CJ522_glucose,TRUE,TRUE
CJ522_glu_2,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,Single,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL_Gregg_Beckham,,,,,,,,Pseudomonas putida KT2440,,NC_002947.4,Muconate,Muc_CJ522_glucose,,2,Muc_KT2440_glucose,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,Muconate:Muc_CJ522_glucose,TRUE,TRUE
CJ522_glu_3,8/28/2020,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,Single,ILLUMINA,Illumina NextSeq 500,,,,,,,,RNA-Seq,Random,TRANSCRIPTOMIC,,NREL_Gregg_Beckham,,,,,,,,Pseudomonas putida KT2440,,NC_002947.4,Muconate,Muc_CJ522_glucose,,3,Muc_KT2440_glucose,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,Muconate:Muc_CJ522_glucose,TRUE,TRUE
DRX086742,6/27/2017 17:01,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2500,DRR093244,DRP003702,PRJDB5812,392255,DRS047711,SAMD00080951,DRA005830,RNA-Seq,other,TRANSCRIPTOMIC,,AIST,0,0,4223618,,,,7283715,Pseudomonas putida KT2440,Evolved (UWC1),,ICE2,ICE2_condition1,,1,ICE2_condition2,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE2:ICE2_condition1,TRUE,TRUE
DRX086745,6/27/2017 17:01,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2500,DRR093247,DRP003702,PRJDB5812,392255,DRS047714,SAMD00080954,DRA005830,RNA-Seq,other,TRANSCRIPTOMIC,,AIST,0,0,4223621,,,,7283718,Pseudomonas putida KT2440,Evolved (UWC1),,ICE2,ICE2_condition1,,4,ICE2_condition2,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE2:ICE2_condition1,TRUE,TRUE
DRX086746,6/27/2017 17:01,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2500,DRR093248,DRP003702,PRJDB5812,392255,DRS047715,SAMD00080955,DRA005830,RNA-Seq,other,TRANSCRIPTOMIC,,AIST,0,0,4223622,,,,7283719,Pseudomonas putida KT2440,Evolved (UWC1),,ICE2,ICE2_condition2,,1,ICE2_condition2,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE2:ICE2_condition2,TRUE,TRUE
DRX086747,6/27/2017 17:01,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2500,DRR093249,DRP003702,PRJDB5812,392255,DRS047716,SAMD00080956,DRA005830,RNA-Seq,other,TRANSCRIPTOMIC,,AIST,0,0,4223623,,,,7283720,Pseudomonas putida KT2440,Evolved (UWC1),,ICE2,ICE2_condition2,,2,ICE2_condition2,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE2:ICE2_condition2,TRUE,TRUE
DRX086748,6/27/2017 17:01,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2500,DRR093250,DRP003702,PRJDB5812,392255,DRS047717,SAMD00080957,DRA005830,RNA-Seq,other,TRANSCRIPTOMIC,,AIST,0,0,4223624,,,,7283721,Pseudomonas putida KT2440,Evolved (UWC1),,ICE2,ICE2_condition2,,3,ICE2_condition2,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE2:ICE2_condition2,TRUE,TRUE
DRX086749,6/27/2017 17:01,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2500,DRR093251,DRP003702,PRJDB5812,392255,DRS047718,SAMD00080958,DRA005830,RNA-Seq,other,TRANSCRIPTOMIC,,AIST,0,0,4223625,,,,7283722,Pseudomonas putida KT2440,Evolved (UWC1),,ICE2,ICE2_condition2,,4,ICE2_condition2,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE2:ICE2_condition2,TRUE,TRUE
DRX086758,6/27/2017 13:56,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2000,DRR093260,DRP003702,PRJDB5812,392255,DRS047687,SAMD00080967,DRA005831,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,AIST,0,0,4222580,,,,7283731,Pseudomonas putida KT2440,Evolved (UWC1) with ICE clc,NC_002947.3,ICE,ICE_2737_exp,,1,ICE_2737_exp,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE:ICE_2737_exp,TRUE,TRUE
DRX086759,6/27/2017 13:56,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2000,DRR093261,DRP003702,PRJDB5812,392255,DRS047688,SAMD00080968,DRA005831,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,AIST,0,0,4222581,,,,7283732,Pseudomonas putida KT2440,Evolved (UWC1) with ICE clc,NC_002947.3,ICE,ICE_2737_exp,,2,ICE_2737_exp,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE:ICE_2737_exp,TRUE,TRUE
DRX086760,6/27/2017 13:56,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2000,DRR093262,DRP003702,PRJDB5812,392255,DRS047689,SAMD00080969,DRA005831,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,AIST,0,0,4222582,,,,7283733,Pseudomonas putida KT2440,Evolved (UWC1) with ICE clc,NC_002947.3,ICE,ICE_2737_exp,,3,ICE_2737_exp,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE:ICE_2737_exp,TRUE,TRUE
DRX086761,6/27/2017 13:56,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2000,DRR093263,DRP003702,PRJDB5812,392255,DRS047690,SAMD00080970,DRA005831,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,AIST,0,0,4222583,,,,7283734,Pseudomonas putida KT2440,Evolved (UWC1) with ICE clc,NC_002947.3,ICE,ICE_2737_exp,,4,ICE_2737_exp,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE:ICE_2737_exp,TRUE,TRUE
DRX086762,6/27/2017 13:56,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2000,DRR093264,DRP003702,PRJDB5812,392255,DRS047691,SAMD00080971,DRA005831,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,AIST,0,0,4222584,,,,7283735,Pseudomonas putida KT2440,Evolved (UWC1) with ICE clc,NC_002947.3,ICE,ICE_2737_reg,,1,ICE_2737_exp,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE:ICE_2737_reg,TRUE,TRUE
DRX086763,6/27/2017 13:56,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2000,DRR093265,DRP003702,PRJDB5812,392255,DRS047692,SAMD00080972,DRA005831,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,AIST,0,0,4222585,,,,7283736,Pseudomonas putida KT2440,Evolved (UWC1) with ICE clc,NC_002947.3,ICE,ICE_2737_reg,,2,ICE_2737_exp,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE:ICE_2737_reg,TRUE,TRUE
DRX086764,6/27/2017 13:56,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2000,DRR093266,DRP003702,PRJDB5812,392255,DRS047693,SAMD00080973,DRA005831,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,AIST,0,0,4222586,,,,7283737,Pseudomonas putida KT2440,Evolved (UWC1) with ICE clc,NC_002947.3,ICE,ICE_2737_reg,,3,ICE_2737_exp,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE:ICE_2737_reg,TRUE,TRUE
DRX086765,6/27/2017 13:56,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2000,DRR093267,DRP003702,PRJDB5812,392255,DRS047694,SAMD00080974,DRA005831,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,AIST,0,0,4222587,,,,7283738,Pseudomonas putida KT2440,Evolved (UWC1) with ICE clc,NC_002947.3,ICE,ICE_2737_reg,,4,ICE_2737_exp,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE:ICE_2737_reg,TRUE,TRUE
DRX086766,6/27/2017 13:56,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2000,DRR093268,DRP003702,PRJDB5812,392255,DRS047695,SAMD00080975,DRA005831,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,AIST,0,0,4222588,,,,7283739,Pseudomonas putida KT2440,Evolved (UWC1) with clc,NC_002947.3,ICE,ICE_3227_exp,,1,ICE_2737_exp,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE:ICE_3227_exp,TRUE,TRUE
DRX086767,6/27/2017 13:56,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2000,DRR093269,DRP003702,PRJDB5812,392255,DRS047696,SAMD00080976,DRA005831,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,AIST,0,0,4222589,,,,7283740,Pseudomonas putida KT2440,Evolved (UWC1) with clc,NC_002947.3,ICE,ICE_3227_exp,,2,ICE_2737_exp,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE:ICE_3227_exp,TRUE,TRUE
DRX086768,6/27/2017 13:56,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2000,DRR093270,DRP003702,PRJDB5812,392255,DRS047697,SAMD00080977,DRA005831,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,AIST,0,0,4222590,,,,7283741,Pseudomonas putida KT2440,Evolved (UWC1) with clc,NC_002947.3,ICE,ICE_3227_exp,,3,ICE_2737_exp,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE:ICE_3227_exp,TRUE,TRUE
DRX086769,6/27/2017 13:56,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2000,DRR093271,DRP003702,PRJDB5812,392255,DRS047698,SAMD00080978,DRA005831,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,AIST,0,0,4222591,,,,7283742,Pseudomonas putida KT2440,Evolved (UWC1) with clc,NC_002947.3,ICE,ICE_3227_exp,,4,ICE_2737_exp,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE:ICE_3227_exp,TRUE,TRUE
DRX086770,6/27/2017 13:56,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2000,DRR093272,DRP003702,PRJDB5812,392255,DRS047699,SAMD00080979,DRA005831,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,AIST,0,0,4222592,,,,7283743,Pseudomonas putida KT2440,Evolved (UWC1) with clc,NC_002947.3,ICE,ICE_3227_reg,,1,ICE_2737_exp,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE:ICE_3227_reg,TRUE,TRUE
DRX086771,6/27/2017 13:56,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2000,DRR093273,DRP003702,PRJDB5812,392255,DRS047700,SAMD00080980,DRA005831,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,AIST,0,0,4222593,,,,7283744,Pseudomonas putida KT2440,Evolved (UWC1) with clc,NC_002947.3,ICE,ICE_3227_reg,,2,ICE_2737_exp,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE:ICE_3227_reg,TRUE,TRUE
DRX086772,6/27/2017 13:56,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2000,DRR093274,DRP003702,PRJDB5812,392255,DRS047701,SAMD00080981,DRA005831,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,AIST,0,0,4222594,,,,7283745,Pseudomonas putida KT2440,Evolved (UWC1) with clc,NC_002947.3,ICE,ICE_3227_reg,,3,ICE_2737_exp,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE:ICE_3227_reg,TRUE,TRUE
DRX086773,6/27/2017 13:56,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2000,DRR093275,DRP003702,PRJDB5812,392255,DRS047702,SAMD00080982,DRA005831,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,AIST,0,0,4222595,,,,7283746,Pseudomonas putida KT2440,Evolved (UWC1) with clc,NC_002947.3,ICE,ICE_3227_reg,,4,ICE_2737_exp,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE:ICE_3227_reg,TRUE,TRUE
DRX086775,6/27/2017 13:56,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2000,DRR093277,DRP003702,PRJDB5812,392255,DRS047704,SAMD00080984,DRA005831,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,AIST,0,0,4222597,,,,7283748,Pseudomonas putida KT2440,Evolved (UWC1),NC_002947.3,ICE,ICE_mfsR_exp,,2,ICE_2737_exp,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE:ICE_mfsR_exp,TRUE,TRUE
DRX086776,6/27/2017 13:56,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2000,DRR093278,DRP003702,PRJDB5812,392255,DRS047705,SAMD00080985,DRA005831,RNA-Seq,Inverse rRNA,TRANSCRIPTOMIC,,AIST,0,0,4222598,,,,7283749,Pseudomonas putida KT2440,Evolved (UWC1),NC_002947.3,ICE,ICE_mfsR_exp,,3,ICE_2737_exp,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ICE:ICE_mfsR_exp,TRUE,TRUE
ERX1035001,9/5/2015 9:10,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2500,ERR957674,ERP010933,PRJEB9788,294829,ERS786275,SAMEA3475016,ERA456117,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,ROTHAMSTED RESEARCH,0,0,1721120,,,,4037625,Pseudomonas putida KT2440,,NC_002947.3,ZnO,ZnO_control,,1,ZnO_control,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ZnO:ZnO_control,TRUE,TRUE
ERX1035002,9/5/2015 9:10,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2500,ERR957675,ERP010933,PRJEB9788,294829,ERS786278,SAMEA3475019,ERA456117,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,ROTHAMSTED RESEARCH,0,0,1721121,,,,4037628,Pseudomonas putida KT2440,,NC_002947.3,ZnO,ZnO_control,,2,ZnO_control,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ZnO:ZnO_control,TRUE,TRUE
ERX1035005,9/5/2015 9:10,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2500,ERR957678,ERP010933,PRJEB9788,294829,ERS786279,SAMEA3475020,ERA456117,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,ROTHAMSTED RESEARCH,0,0,1721124,,,,4037629,Pseudomonas putida KT2440,,NC_002947.3,ZnO,ZnO_ZnO_nano,,2,ZnO_control,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ZnO:ZnO_ZnO_nano,TRUE,TRUE
ERX1035006,9/5/2015 9:10,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2500,ERR957679,ERP010933,PRJEB9788,294829,ERS786281,SAMEA3475022,ERA456117,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,ROTHAMSTED RESEARCH,0,0,1721125,,,,4037631,Pseudomonas putida KT2440,,NC_002947.3,ZnO,ZnO_ZnO_nano,,3,ZnO_control,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ZnO:ZnO_ZnO_nano,TRUE,TRUE
ERX1035007,9/5/2015 9:10,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2500,ERR957680,ERP010933,PRJEB9788,294829,ERS786284,SAMEA3475025,ERA456117,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,ROTHAMSTED RESEARCH,0,0,1721126,,,,4037634,Pseudomonas putida KT2440,,NC_002947.3,ZnO,ZnO_ZnO_nano,,4,ZnO_control,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ZnO:ZnO_ZnO_nano,TRUE,TRUE
ERX1035009,9/5/2015 9:10,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2500,ERR957682,ERP010933,PRJEB9788,294829,ERS786280,SAMEA3475021,ERA456117,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,ROTHAMSTED RESEARCH,0,0,1721128,,,,4037630,Pseudomonas putida KT2440,,NC_002947.3,ZnO,ZnO_Zn_ion,,2,ZnO_control,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ZnO:ZnO_Zn_ion,TRUE,TRUE
ERX1035010,9/5/2015 9:10,160488,Pseudomonas putida KT2440,303,1236,160488,Pseudomonas putida,SINGLE,ILLUMINA,Illumina HiSeq 2500,ERR957683,ERP010933,PRJEB9788,294829,ERS786282,SAMEA3475023,ERA456117,RNA-Seq,RANDOM,TRANSCRIPTOMIC,,ROTHAMSTED RESEARCH,0,0,1721129,,,,4037632,Pseudomonas putida KT2440,,NC_002947.3,ZnO,ZnO_Zn_ion,,3,ZnO_control,Pseudomonas putida KT2440,TRUE,TRUE,TRUE,ZnO:ZnO_Zn_ion,TRUE,TRUE
